name,released_at,genre,streaming_on,country,type,content_rating,imdb_rating,number_of_seasons,cast_and_crew
This is Opera,3/8/2015,Documentary,Prime Video ,,TV Show,,8.6/10,2,"[{'name': 'Ramon Gener', 'description': 'actor'}]"
Patrick,6/29/2018,"Comedy, Drama","Hoopla, Prime Video",United Kingdom,Movie,16+,5.9/10,,"[{'name': 'Mandie Fletcher', 'description': 'director'}, {'name': 'Beattie Edmondson', 'description': 'actor'}, {'name': 'Ed Skrein', 'description': 'actor'}, {'name': 'Tom Bennett', 'description': 'actor'}, {'name': 'Gemma Jones', 'description': 'actor'}, {'name': 'Emily Atack', 'description': 'actor'}, {'name': 'Jennifer Saunders', 'description': 'actor'}, {'name': 'Adrian Scarborough', 'description': 'actor'}, {'name': 'Bernard Cribbins', 'description': 'actor'}, {'name': 'Roy Hudd', 'description': 'actor'}, {'name': 'Peter Davison', 'description': 'actor'}, {'name': 'Cherie Lunghi', 'description': 'actor'}, {'name': 'Meera Syal', 'description': 'actor'}, {'name': 'Emilia Jones', 'description': 'actor'}, {'name': 'Patricia Potter', 'description': 'actor'}, {'name': 'Ben Roddy', 'description': 'actor'}, {'name': 'Rupert Holliday-Evans', 'description': 'actor'}, {'name': 'Milanka Brooks', 'description': 'actor'}, {'name': 'McKell David', 'description': 'actor'}, {'name': 'Scott Chambers', 'description': 'actor'}, {'name': 'Ali Barouti', 'description': 'actor'}, {'name': 'Denese Ricketts', 'description': 'actor'}, {'name': 'James Spring', 'description': 'actor'}, {'name': 'Paul de Vos', 'description': 'actor'}]"
Dog Man,10/17/2015,"Animation, Documentary","Free Services, Prime Video",America,Movie,,8.5/10,,"[{'name': 'Richie Adams', 'description': 'director'}, {'name': 'Dick Russell', 'description': 'actor'}, {'name': 'Richie Adams', 'description': 'actor'}]"
Charlotte's Web,3/1/1973,"Drama, Animation","Prime Video, Prime Video",America,Movie,All (G),6.9/10,,"[{'name': 'Charles A. Nichols', 'description': 'director'}, {'name': 'Iwao Takamoto', 'description': 'director'}, {'name': 'Debbie Reynolds', 'description': 'actor'}, {'name': 'Henry Gibson', 'description': 'actor'}, {'name': 'Danny Bonaduce', 'description': 'actor'}, {'name': 'Agnes Moorehead', 'description': 'actor'}, {'name': 'Bob Holt', 'description': 'actor'}, {'name': 'Paul Lynde', 'description': 'actor'}, {'name': 'Rex Allen', 'description': 'actor'}, {'name': 'Dave Madden', 'description': 'actor'}, {'name': 'Pamelyn Ferdin', 'description': 'actor'}, {'name': 'John Stephenson', 'description': 'actor'}, {'name': 'Martha Scott', 'description': 'actor'}, {'name': 'Joan Gerber', 'description': 'actor'}, {'name': 'Herb Vigran', 'description': 'actor'}, {'name': 'Don Messick', 'description': 'actor'}, {'name': 'William B. White', 'description': 'actor'}, {'name': 'Bill Lee', 'description': 'actor'}, {'name': 'Joseph Barbera', 'description': 'actor'}, {'name': 'William Hanna', 'description': 'actor'}, {'name': 'Edgar M. Bronfman', 'description': 'actor'}, {'name': 'Earl Hamner, Jr.', 'description': 'author'}, {'name': 'E.B. White', 'description': 'author'}]"
A Little Bit of Heaven,2/3/2011,"Romance, Comedy",Free Services,America,Movie,13+ (PG-13),6.2/10,,"[{'name': 'Nicole Kassell', 'description': 'director'}, {'name': 'Kate Hudson', 'description': 'actor'}, {'name': 'Gael García Bernal', 'description': 'actor'}, {'name': 'Romany Malco', 'description': 'actor'}, {'name': 'Kathy Bates', 'description': 'actor'}, {'name': 'Lucy Punch', 'description': 'actor'}, {'name': 'Whoopi Goldberg', 'description': 'actor'}, {'name': 'Peter Dinklage', 'description': 'actor'}, {'name': 'Rosemarie DeWitt', 'description': 'actor'}, {'name': 'Treat Williams', 'description': 'actor'}, {'name': 'Alan Dale', 'description': 'actor'}, {'name': 'Steven Weber', 'description': 'actor'}, {'name': 'Johann Urb', 'description': 'actor'}, {'name': 'Bailey Bass', 'description': 'actor'}, {'name': 'Adam Schroeder', 'description': 'actor'}, {'name': 'John Davis', 'description': 'actor'}, {'name': 'Mark Gill', 'description': 'actor'}, {'name': 'Robert Katz', 'description': 'actor'}, {'name': 'Michael Goguen', 'description': 'actor'}, {'name': 'Mike Witherill', 'description': 'actor'}, {'name': 'Neil Sacker', 'description': 'actor'}, {'name': 'Robbie Brenner', 'description': 'actor'}, {'name': 'Skot Bright', 'description': 'actor'}, {'name': 'Gren Wells', 'description': 'author'}]"
Eddie Pepitone: In Ruins,8/7/2014,"Stand-up & Talk, Comedy","Free Services, Prime Video",America,Movie,,7.1/10,,"[{'name': 'Steven Feinartz', 'description': 'director'}, {'name': 'Eddie Pepitone', 'description': 'actor'}, {'name': 'Eddie Pepitone', 'description': 'author'}]"
Danguard Ace 3,1/1/2010,Animation,Prime Video ,,Movie,,6.6/10,,[]
Home Away from Home: The Yanks in Ireland,1/1/2011,Documentary,"Free Services, Prime Video",,Movie,,7.4/10,,[]
Dead by Midnight (Y2Kill),,Horror,Prime Video ,,Movie,,,,[]
Tin Soldiers,1/18/2022,Drama,Prime Video ,,Movie,,,,[]
Apollo 17: Last Footprints On The Moon,1/1/1997,,"Free Services, Prime Video",,Movie,,,,[]
A Woman Like Me,3/16/2015,"Biography, Documentary",Prime Video ,,Movie,,10-Jul,,"[{'name': 'Alex Sichel', 'description': 'director'}, {'name': 'Elizabeth Giamatti', 'description': 'director'}, {'name': 'Lili Taylor', 'description': 'actor'}, {'name': 'Elizabeth Giamatti', 'description': 'actor'}, {'name': 'Alex Sichel', 'description': 'author'}, {'name': 'Cesar Alvarez', 'description': 'actor'}]"
The Gypsy Moon,12/25/1954,"Action & Adventure, Family",Free Services,America,Movie,,10-Apr,,"[{'name': 'Hollingsworth Morse', 'description': 'director'}, {'name': 'John Banner', 'description': 'actor'}, {'name': 'Scotty Beckett', 'description': 'actor'}, {'name': 'Richard Crane', 'description': 'actor'}, {'name': 'Sally Mansfield', 'description': 'actor'}, {'name': 'Robert Lyden', 'description': 'actor'}, {'name': 'Maurice Cass', 'description': 'actor'}, {'name': 'Charles Meredith', 'description': 'actor'}, {'name': 'Patsy Parsons', 'description': 'actor'}, {'name': 'Renate Hoy', 'description': 'actor'}, {'name': 'Harry Lauter', 'description': 'actor'}, {'name': 'Dayton Lummis', 'description': 'actor'}, {'name': 'Warren Wilson', 'description': 'author'}]"
Dedh Ishqiya,1/10/2014,"Drama, Romance",Netflix,India,Movie,18+ (R),10-Jul,,"[{'name': 'Abhishek Chaubey', 'description': 'director'}, {'name': 'Naseeruddin Shah', 'description': 'actor'}, {'name': 'Madhuri Dixit', 'description': 'actor'}, {'name': 'Arshad Warsi', 'description': 'actor'}, {'name': 'Huma Qureshi', 'description': 'actor'}, {'name': 'Vijay Raaz', 'description': 'actor'}, {'name': 'Manoj Pahwa', 'description': 'actor'}, {'name': 'Salman Shahid', 'description': 'actor'}, {'name': 'Raman Maroo', 'description': 'actor'}, {'name': 'Vishal Bhardwaj', 'description': 'actor'}, {'name': 'Abhishek Chaubey', 'description': 'author'}, {'name': 'Vishal Bhardwaj', 'description': 'author'}, {'name': 'Vishal Bhardwaj', 'description': 'actor'}]"
August Song,1/1/2011,"Comedy, Animation",Fandor,,Movie,,,,"[{'name': 'Jodie Mack', 'description': 'director'}]"
Lifeline,5/29/2018,Drama,Free Services,,Movie,,8.6/10,,[]
Meteor,10/19/1979,"Drama, Science-Fiction","Free Services, Prime Video",America,Movie,7+ (PG),10-May,,"[{'name': 'Ronald Neame', 'description': 'director'}, {'name': 'Sean Connery', 'description': 'actor'}, {'name': 'Karl Malden', 'description': 'actor'}, {'name': 'Henry Fonda', 'description': 'actor'}, {'name': 'Brian Keith', 'description': 'actor'}, {'name': 'Natalie Wood', 'description': 'actor'}, {'name': 'Trevor Howard', 'description': 'actor'}, {'name': 'Martin Landau', 'description': 'actor'}, {'name': 'Richard Dysart', 'description': 'actor'}, {'name': 'Joseph Campanella', 'description': 'actor'}, {'name': 'Bo Brundin', 'description': 'actor'}, {'name': 'Katherine De Hetre', 'description': 'actor'}, {'name': 'James G. Richardson', 'description': 'actor'}, {'name': 'Roger Robinson', 'description': 'actor'}, {'name': 'Michael Zaslow', 'description': 'actor'}, {'name': 'John Findlater', 'description': 'actor'}, {'name': 'Paul Tulley', 'description': 'actor'}, {'name': 'Allen Williams', 'description': 'actor'}, {'name': 'Bibi Besch', 'description': 'actor'}, {'name': 'Gregory Gaye', 'description': 'actor'}, {'name': 'Clyde Kusatsu', 'description': 'actor'}, {'name': 'Burke Byrnes', 'description': 'actor'}, {'name': 'Arnold H. Orgolini', 'description': 'actor'}, {'name': 'Theodore R. Parvin', 'description': 'actor'}]"
Operation Delta Force,1/1/1997,"Action & Adventure, Thriller","Free Services, Prime Video",Netherlands,Movie,18+ (R),3.7/10,,"[{'name': 'Sam Firstenberg', 'description': 'director'}, {'name': 'Ernie Hudson', 'description': 'actor'}, {'name': 'Jeff Fahey', 'description': 'actor'}, {'name': 'Rob Stewart', 'description': 'actor'}, {'name': 'Frank Zagarino', 'description': 'actor'}, {'name': 'Hal Holbrook', 'description': 'actor'}, {'name': 'Joe Lara', 'description': 'actor'}, {'name': 'Natasha Sutherland', 'description': 'actor'}, {'name': 'Todd Jensen', 'description': 'actor'}, {'name': 'Gideon Emery', 'description': 'actor'}, {'name': 'Tshepo Nzimande', 'description': 'actor'}, {'name': 'Jacques Gombault', 'description': 'actor'}, {'name': 'Frantz Dobrowsky', 'description': 'actor'}, {'name': 'Chris Buchanan', 'description': 'actor'}, {'name': 'Hal Orlandini', 'description': 'actor'}, {'name': 'Paul Ditchfield', 'description': 'actor'}, {'name': 'Avi Shafria', 'description': 'actor'}, {'name': 'Dan Robbertse', 'description': 'actor'}, {'name': 'Adrian Waldron', 'description': 'actor'}, {'name': 'Michael Brunner', 'description': 'actor'}, {'name': 'Wilson Dunster', 'description': 'actor'}, {'name': 'Michael McGovern', 'description': 'actor'}, {'name': 'Danny Lerner', 'description': 'actor'}, {'name': 'Avi Lerner', 'description': 'actor'}]"
The Curse of Hobbes House,6/26/2020,"Mystery, Thriller","Free Services, Prime Video",United Kingdom,Movie,18+ (R),3.7/10,,"[{'name': 'Juliane Block', 'description': 'director'}, {'name': 'Mhairi Calvey', 'description': 'actor'}, {'name': 'Makenna Guyler', 'description': 'actor'}, {'name': 'وليد القاضي', 'description': 'actor'}, {'name': 'Kevin Leslie', 'description': 'actor'}, {'name': 'Jo Price', 'description': 'actor'}, {'name': 'Emma Spurgin Hussey', 'description': 'actor'}, {'name': 'Wolf-Peter Arand', 'description': 'author'}]"
Red Eye,2/18/2005,Horror,Cinemax,South Korea,Movie,,4.7/10,,"[{'name': 'Kim Dong-bin', 'description': 'director'}, {'name': 'Jang Shin-Young', 'description': 'actor'}, {'name': 'Kwak Ji-min', 'description': 'actor'}, {'name': 'Lee Dong-kyu', 'description': 'actor'}, {'name': 'Kim Hye-na', 'description': 'actor'}, {'name': 'Lee Eol', 'description': 'actor'}, {'name': 'Hyeon-suk Kim', 'description': 'actor'}, {'name': 'Lee Dae-yeon', 'description': 'actor'}, {'name': 'Park Won-sang', 'description': 'actor'}, {'name': 'Song Il-gook', 'description': 'actor'}, {'name': 'Park Hyo-joo', 'description': 'actor'}, {'name': 'Jang So-yeon', 'description': 'actor'}, {'name': 'Choe Yun-Seul', 'description': 'actor'}, {'name': 'Nam-hie Kim', 'description': 'actor'}, {'name': 'Yong-guk Kim', 'description': 'actor'}]"
Adeus À Carne,5/1/2017,Drama,Prime Video ,,Movie,,8.3/10,,[]
Faults,3/6/2014,"Thriller, Drama","Free Services, Prime Video",America,Movie,,6.7/10,,"[{'name': 'Riley Stearns', 'description': 'director'}, {'name': 'Leland Orser', 'description': 'actor'}, {'name': 'Mary Elizabeth Winstead', 'description': 'actor'}, {'name': 'Chris Ellis', 'description': 'actor'}, {'name': 'Jon Gries', 'description': 'actor'}, {'name': 'Lance Reddick', 'description': 'actor'}, {'name': 'Beth Grant', 'description': 'actor'}, {'name': 'Cruz Flores', 'description': 'actor'}, {'name': 'AJ Bowen', 'description': 'actor'}, {'name': 'Nicholas Tucci', 'description': 'actor'}, {'name': 'Suzan Averitt', 'description': 'actor'}, {'name': 'Leonard Earl Howze', 'description': 'actor'}, {'name': 'Davey Johnson', 'description': 'actor'}, {'name': 'Kellie Matteson', 'description': 'actor'}, {'name': 'Amanda Saunders', 'description': 'actor'}, {'name': 'Shira Weitz', 'description': 'actor'}, {'name': 'David Zellner', 'description': 'actor'}, {'name': 'Keith Calder', 'description': 'actor'}, {'name': 'Mary Elizabeth Winstead', 'description': 'actor'}, {'name': 'Brian Joe', 'description': 'actor'}, {'name': 'Riley Stearns', 'description': 'author'}, {'name': 'Heather McIntosh', 'description': 'actor'}]"
Edna,11/4/2020,"Comedy, Thriller",Prime Video ,Mexico,Movie,,10-Jul,,"[{'name': 'Sergio Sierra', 'description': 'director'}, {'name': 'Sebastián Aguirre', 'description': 'actor'}, {'name': 'Andrés Blanco De Durán', 'description': 'actor'}, {'name': 'Louis David Horné', 'description': 'actor'}, {'name': 'Yareli Andrade', 'description': 'actor'}, {'name': 'Lili Moreira', 'description': 'actor'}, {'name': 'Hugo Romero', 'description': 'actor'}, {'name': 'Andrés Borja', 'description': 'actor'}]"
The Legend of Bloody Jack,2/27/2007,"Drama, Horror",Free Services,America,Movie,,2.7/10,,"[{'name': 'Todd Portugal', 'description': 'director'}, {'name': 'Craig Bonacorsi', 'description': 'actor'}, {'name': 'Erica Curtis', 'description': 'actor'}, {'name': 'Jonathan Kowalsky', 'description': 'actor'}, {'name': 'Jessica Szabo', 'description': 'actor'}, {'name': 'Josh Evans', 'description': 'actor'}, {'name': 'Alicia Klein', 'description': 'actor'}, {'name': 'Travis Quentin Young', 'description': 'actor'}, {'name': 'Garrett Brawith', 'description': 'actor'}]"
Rabbids Invasion - Mission To Mars,9/29/2021,"Animation, Comedy",Netflix,France,Movie,,5.6/10,,"[{'name': 'Franz Kirchner', 'description': 'director'}, {'name': 'Howard Read', 'description': 'author'}]"
Desecration,1/1/2018,"Drama, Thriller",Free Services,,Movie,,6.9/10,,[]
Hippos: Africa's River Giants,7/26/2019,Documentary,Kanopy,,Movie,7+ (PG),7.9/10,,[]
The Last Samurai,12/1/2003,"Action & Adventure, Drama","Paramount+, Prime Video",Japan,Movie,All (G),7.8/10,,"[{'name': 'Edward Zwick', 'description': 'director'}, {'name': 'Tom Cruise', 'description': 'actor'}, {'name': 'Ken Watanabe', 'description': 'actor'}, {'name': 'Timothy Spall', 'description': 'actor'}, {'name': 'Tony Goldwyn', 'description': 'actor'}, {'name': 'Hiroyuki Sanada', 'description': 'actor'}, {'name': 'Koyuki', 'description': 'actor'}, {'name': 'Shin Koyamada', 'description': 'actor'}, {'name': 'Billy Connolly', 'description': 'actor'}, {'name': 'Togo Igawa', 'description': 'actor'}, {'name': 'Shichinosuke Nakamura', 'description': 'actor'}, {'name': 'Masato Harada', 'description': 'actor'}, {'name': 'William Atherton', 'description': 'actor'}, {'name': 'Chad Lindberg', 'description': 'actor'}, {'name': 'Scott Wilson', 'description': 'actor'}, {'name': 'Ray Godshall Sr.', 'description': 'actor'}, {'name': 'Masashi Odate', 'description': 'actor'}, {'name': 'John Koyama', 'description': 'actor'}, {'name': 'Satoshi Nikaido', 'description': 'actor'}, {'name': 'Shintaro Wada', 'description': 'actor'}, {'name': 'Shun Sugata', 'description': 'actor'}, {'name': 'Sosuke Ikematsu', 'description': 'actor'}, {'name': 'Edward Zwick', 'description': 'actor'}, {'name': 'Marshall Herskovitz', 'description': 'actor'}]"
Sesame Street: Zoe's Dance Moves,1/1/2003,Family,Prime Video ,,Movie,,7.1/10,,"[{'name': 'Paula Abdul', 'description': 'actor'}, {'name': 'Fran Brill', 'description': 'actor'}, {'name': 'Kevin Clash', 'description': 'actor'}]"
Bob Dylan Revealed,5/1/2011,Documentary,Prime Video ,America,Movie,,4.6/10,,"[{'name': 'Joel Gilbert', 'description': 'director'}, {'name': 'Bob Dylan', 'description': 'actor'}]"
Code of the Freaks,4/1/2020,Documentary,"Kanopy, Prime Video",,Movie,,7.1/10,,"[{'name': 'Salome Chasnoff', 'description': 'director'}, {'name': 'Alyson Patsavas', 'description': 'actor'}, {'name': 'Carrie Sandahl', 'description': 'actor'}, {'name': 'Salome Chasnoff', 'description': 'actor'}, {'name': 'Susan Nussbaum', 'description': 'actor'}]"
GTV Comedy,1/6/2019,Comedy,Prime Video ,,TV Show,,8.2/10,1,[]
Superman: Red Son,2/24/2020,"Animation, Action & Adventure","HBO MAX, Prime Video",America,Movie,13+ (PG-13),6.4/10,,"[{'name': 'Sam Liu', 'description': 'director'}, {'name': 'Jason Isaacs', 'description': 'actor'}, {'name': 'Amy Acker', 'description': 'actor'}, {'name': 'Diedrich Bader', 'description': 'actor'}, {'name': 'Vanessa Marshall', 'description': 'actor'}, {'name': 'Phil Morris', 'description': 'actor'}, {'name': 'Paul Williams', 'description': 'actor'}, {'name': 'Greg Chun', 'description': 'actor'}, {'name': 'Roger Craig Smith', 'description': 'actor'}, {'name': 'William Salyers', 'description': 'actor'}, {'name': 'Jim Meskimen', 'description': 'actor'}, {'name': 'Sasha Roiz', 'description': 'actor'}, {'name': 'Phil LaMarr', 'description': 'actor'}, {'name': 'Travis Willingham', 'description': 'actor'}, {'name': 'Winter Ave Zoli', 'description': 'actor'}, {'name': 'Jim Ward', 'description': 'actor'}, {'name': 'Jason Spisak', 'description': 'actor'}, {'name': 'Tara Strong', 'description': 'actor'}, {'name': 'Anna Vocino', 'description': 'actor'}, {'name': 'Amy McKenna', 'description': 'actor'}, {'name': 'Sam Liu', 'description': 'actor'}, {'name': 'Bruce Timm', 'description': 'actor'}, {'name': 'Sam Register', 'description': 'actor'}, {'name': 'J. M. DeMatteis', 'description': 'author'}]"
Battle Dome,9/18/1999,"Game Show, Sport",Prime Video ,America,TV Show,,7.1/10,2,"[{'name': 'Terry Crews', 'description': 'actor'}, {'name': 'Chad Bannon', 'description': 'actor'}, {'name': 'Brien Blakely', 'description': 'actor'}, {'name': 'Ed Lover', 'description': 'actor'}, {'name': 'Christian Boeving', 'description': 'actor'}, {'name': 'Gary Kasper', 'description': 'actor'}, {'name': 'Erica Dahm', 'description': 'actor'}, {'name': 'Jaclyn Dahm', 'description': 'actor'}, {'name': ""Mike O'Hearn"", 'description': 'actor'}, {'name': 'Nicole Dahm', 'description': 'actor'}, {'name': 'Bobbie Brown', 'description': 'actor'}, {'name': 'Christian Boeving', 'description': 'actor'}]"
Secrets in the Fall,9/22/2015,"Drama, Family","Free Services, Prime Video",,Movie,,6.2/10,,"[{'name': 'Brittany Goodwin', 'description': 'director'}, {'name': 'Kyle Kupecky', 'description': 'actor'}, {'name': 'Vincent Seidle', 'description': 'actor'}, {'name': 'Hollie Shay', 'description': 'actor'}, {'name': 'Audrey Easton', 'description': 'actor'}, {'name': 'Aaron Michael Johnson', 'description': 'actor'}, {'name': 'Katie McCaffrey', 'description': 'actor'}, {'name': 'Brittany Goodwin', 'description': 'author'}]"
The Gary I Knew,2/8/2020,Documentary,Free Services,,Movie,,7.5/10,,[]
The Salted Egg 3,10/15/2019,Animation,"Free Services, Prime Video",,Movie,,,,[]
"Captain Carey, U.S.A.",2/21/1950,Drama,Prime Video ,America,Movie,,6.1/10,,"[{'name': 'Mitchell Leisen', 'description': 'director'}, {'name': 'Alan Ladd', 'description': 'actor'}, {'name': 'Wanda Hendrix', 'description': 'actor'}, {'name': 'Francis Lederer', 'description': 'actor'}, {'name': 'Joseph Calleia', 'description': 'actor'}, {'name': 'Celia Lovsky', 'description': 'actor'}, {'name': 'Richard Avonde', 'description': 'actor'}, {'name': 'Frank Puglia', 'description': 'actor'}, {'name': 'Luis Alberni', 'description': 'actor'}, {'name': 'Angela Clarke', 'description': 'actor'}, {'name': 'Roland Winters', 'description': 'actor'}, {'name': 'Paul Lees', 'description': 'actor'}, {'name': 'Jane Nigh', 'description': 'actor'}, {'name': 'Russ Tamblyn', 'description': 'actor'}, {'name': 'Virginia Farmer', 'description': 'actor'}, {'name': 'Richard Maibaum', 'description': 'actor'}, {'name': 'Martha Albrand', 'description': 'author'}, {'name': 'Robert Thoeren', 'description': 'author'}]"
How to Die in Oregon,1/23/2011,"Drama, Documentary","Free Services, Prime Video",America,Movie,,8.2/10,,"[{'name': 'Peter Richardson', 'description': 'director'}, {'name': 'Harry Bruton', 'description': 'actor'}, {'name': 'Ray Carnay', 'description': 'actor'}, {'name': 'Cody Curtis', 'description': 'actor'}, {'name': 'Paul Darley', 'description': 'actor'}]"
King's Game,8/10/2004,"Drama, Thriller",Prime Video ,Denmark,Movie,,7.3/10,,"[{'name': 'Nikolaj Arcel', 'description': 'director'}, {'name': 'Anders W. Berthelsen', 'description': 'actor'}, {'name': 'Søren Pilmark', 'description': 'actor'}, {'name': 'Nicolas Bro', 'description': 'actor'}, {'name': 'Lars Mikkelsen', 'description': 'actor'}, {'name': 'Ulf Pilgaard', 'description': 'actor'}, {'name': 'Helle Fagralid', 'description': 'actor'}, {'name': 'Jesper Langberg', 'description': 'actor'}, {'name': 'Kurt Ravn', 'description': 'actor'}, {'name': 'Anders Nyborg', 'description': 'actor'}, {'name': 'Charlotte Munck', 'description': 'actor'}, {'name': 'Clara Maria Bahamondes', 'description': 'actor'}, {'name': 'Jens Jørn Spottag', 'description': 'actor'}, {'name': 'Nicolaj Kopernikus', 'description': 'actor'}, {'name': 'Marianne Høgsbro', 'description': 'actor'}, {'name': 'Nastja Arcel', 'description': 'actor'}, {'name': 'Lars Brygmann', 'description': 'actor'}, {'name': 'Bjarne Henriksen', 'description': 'actor'}, {'name': 'Robert Hansen', 'description': 'actor'}, {'name': 'Laura Christensen', 'description': 'actor'}, {'name': 'Hans Henrik Voetmann', 'description': 'actor'}, {'name': 'Anders Peter Bro', 'description': 'actor'}, {'name': 'Niels Krause-Kjær', 'description': 'author'}, {'name': 'Nikolaj Arcel', 'description': 'author'}]"
The Alamo,4/7/2004,Drama,"Free Services, Prime Video",America,Movie,13+ (PG-13),10-Jun,,"[{'name': 'John Lee Hancock', 'description': 'director'}, {'name': 'Dennis Quaid', 'description': 'actor'}, {'name': 'Billy Bob Thornton', 'description': 'actor'}, {'name': 'Jason Patric', 'description': 'actor'}, {'name': 'Patrick Wilson', 'description': 'actor'}, {'name': 'Emilio Echevarría', 'description': 'actor'}, {'name': 'Edwin Hodge', 'description': 'actor'}, {'name': 'Emily Deschanel', 'description': 'actor'}, {'name': 'Jordi Mollà', 'description': 'actor'}, {'name': 'Leon Rippy', 'description': 'actor'}, {'name': 'Tommy Davidson', 'description': 'actor'}, {'name': 'Marc Blucas', 'description': 'actor'}, {'name': 'Robert Prentiss', 'description': 'actor'}, {'name': 'Kevin Page', 'description': 'actor'}, {'name': 'Joe Stevens', 'description': 'actor'}, {'name': 'Stephen Bruton', 'description': 'actor'}, {'name': 'Laura Clifton', 'description': 'actor'}, {'name': 'Ricardo Chavira', 'description': 'actor'}, {'name': 'Steven Chester Prince', 'description': 'actor'}, {'name': 'Estephania LeBaron', 'description': 'actor'}, {'name': 'Brandon Smith', 'description': 'actor'}, {'name': 'Elena Hurst', 'description': 'actor'}, {'name': 'Mark Johnson', 'description': 'actor'}, {'name': 'Ron Howard', 'description': 'actor'}]"
